supplier_id,supplier_name,category,years_in_business,status,order_count,total_spend,average_order_value,average_delivery_delay,median_delivery_delay,maximum_delivery_delay,delivery_count,late_delivery_rate,average_defect_rate,maximum_defect_rate,average_acceptance_rate,inspection_count,quotation_item_count,average_unit_price,average_delivery_days,average_warranty_months,average_discount
SUP089,Global Solutions,IT Equipment,20,Inactive,12,25034653.23,2086221.1025,5.866666666666666,1.0,30,15,60.0,8.175974553250771,14.604236343366777,91.82402544674923,10,30,72508.38100000001,45.86666666666667,18.4,9.199666666666667
SUP090,Tech Solutions,IT Equipment,16,Inactive,11,29600669.46,2690969.950909091,9.0,3.0,30,10,70.0,8.130973190950197,14.205607476635516,91.86902680904981,14,50,72731.7438,47.86,22.56,9.9288
SUP091,Nova Enterprises,Industrial Equipment,24,Inactive,12,27284423.32,2273701.9433333334,4.6,3.0,15,15,66.66666666666666,1.5308948051597862,3.751617076326003,98.46910519484021,9,45,86379.07444444444,47.22222222222222,18.933333333333334,10.251333333333333
SUP092,Tech Systems,Office Supplies,22,Inactive,8,16077480.24,2009685.03,10.75,6.0,30,8,87.5,10.771684092851977,11.081081081081082,89.22831590714802,2,38,72911.005,46.421052631578945,20.842105263157894,10.793684210526317
SUP093,Tech Systems,Industrial Equipment,20,Active,8,11483089.36,1435386.17,9.0,2.0,30,9,77.77777777777779,10.7811998892247,13.565022421524663,89.2188001107753,6,22,82132.47227272727,49.90909090909091,17.454545454545453,7.845
SUP094,Delta Industries,Office Supplies,16,Inactive,11,20494401.05,1863127.3681818182,11.333333333333334,3.0,30,12,83.33333333333334,6.605687069332189,13.03680981595092,93.39431293066781,10,28,79903.97321428571,47.142857142857146,16.928571428571427,10.39607142857143
SUP095,Tech Supplies,IT Equipment,8,Active,6,9958258.870000001,1659709.8116666668,5.75,6.0,15,8,87.5,6.627566432647403,12.686567164179104,93.37243356735259,6,21,75082.55095238096,53.0,21.142857142857142,10.958571428571428
SUP096,Gamma Technologies,IT Equipment,11,Inactive,17,57579278.69,3387016.3935294114,5.3,4.0,30,20,75.0,7.430665729659451,14.473684210526317,92.56933427034055,22,18,67704.64833333333,41.833333333333336,18.0,8.262777777777778
SUP097,Gamma Industries,Industrial Equipment,4,Active,8,22862338.0,2857792.25,10.11111111111111,7.0,30,9,88.88888888888889,5.096960872402995,13.973799126637553,94.90303912759701,3,33,86210.2406060606,46.515151515151516,19.454545454545453,10.212727272727273
SUP098,Vertex Technologies,IT Equipment,10,Inactive,15,45757954.41,3050530.2939999998,10.526315789473685,7.0,30,19,89.47368421052632,6.089481658061435,13.668061366806135,93.91051834193856,13,34,75392.34029411765,45.705882352941174,18.352941176470587,9.361470588235294
SUP099,Vertex Industries,Office Supplies,24,Active,9,20735849.18,2303983.242222222,3.0,2.5,7,4,50.0,6.735556673429338,11.716621253405995,93.26444332657067,10,28,76787.60535714286,44.285714285714285,17.357142857142858,8.582857142857142
SUP100,Beta Supplies,Electronics,12,Active,10,25253936.68,2525393.668,7.5,5.0,30,12,83.33333333333334,9.543179816925738,14.021571648690292,90.45682018307426,10,75,71367.83533333334,50.2,20.88,9.8308
